N_Circuito;Data_Rate;Data_Inst;Data_Activ;Estado_Cct;Entidade_PTR1;Morada_PTR1;Cod_Post_PTR1;Interface_PTR1;Equip_PTR1;Slot_PTR1;Trib_PTR1;Entidade_PTR2;Morada_PTR2;Cod_Post_PTR2;Interface_PTR2;Equip_PTR2;Slot_PTR2;Trib_PTR2;User_Cct;Propriedade_Cct;Outras_Ref
RFT000591;2 Mbps;2005-05-13;2009-05-20;Desligado;RT;Estremoz;;G.703;ESTRMZ_660_1;1;3;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-3.3.2;Tele2;ReferTelecom;Protegido
RFT000592;2 Mbps;2005-05-13;2009-05-20;Desligado;RT;Figueira da Foz;;G.703;FIGFOZ_660_1;1;9;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-3.1.1;Tele2;ReferTelecom;Protegido
RFT000593;2 Mbps;2005-05-13;2009-10-08;Desligado;RT;Figueira da Foz;;G.703;FIGFOZ_660_1;1;10;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-3.1.2;Tele2;ReferTelecom;Protegido
RFT000594;2 Mbps;2005-05-13;2005-12-13;Desligado;RT;Guarda;;G.703;PDH PHILIPS-Sis 2;---;Tr 05;Tele2;Páteo Bagatelas;;G.703;;---;;Tele2;ReferTelecom;"Pampilhosa-SDH-1660-SL01-Tr04.
Pampilhosa-PDH Philips-Tr05."
RFT000595;2 Mbps;2005-05-13;2006-10-04;Desligado;RT;Penafiel;;G.703;SDH-1650-SL01;---;Tr 04;Tele2;Páteo Bagatelas;;G.703;SDH-1650-SL02;---;Tr 10;Tele2;ReferTelecom;1001300010
RFT000596;2 Mbps;2005-05-13;2006-10-27;Desligado;RT;Penafiel;;G.703;SDH-1650-SL01;---;Tr 05;Tele2;Páteo Bagatelas;;G.703;SDH-1650-SL02;---;Tr 11;Tele2;ReferTelecom;1001300014
RFT000597;2 Mbps;2005-05-13;2006-10-27;Desligado;RT;Penafiel;;G.703;SDH-1650-SL01;---;Tr 06;Tele2;Páteo Bagatelas;;G.703;SDH-1650-SL02;---;Tr 12;Tele2;ReferTelecom;1001300017
RFT000598;2 Mbps;2005-05-13;2009-10-08;Desligado;RT;Pombal;;G.703;POMBAL_650_1;1;1;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1;---;TU12-3.3.1;Tele2;ReferTelecom;Protegido
RFT000599;2 Mbps;2005-05-13;2009-10-08;Desligado;RT;Portimão;;G.703;PRTMAO_650_1;1;2;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-3.2.1;Tele2;ReferTelecom;"Em Portimão liga ao circuito PT 1001300020
Protegido"
RFT000600;2 Mbps;2005-05-13;2009-05-20;Desligado;RT;Portimão;;G.703;PRTMAO_650_1;1;3;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-3.2.2;Tele2;ReferTelecom;"Em Portimão liga ao circuito PT 1001300021
Protegido"
RFT000601;2 Mbps;2005-05-13;2009-05-20;Desligado;RT;S. J. Madeira;;G.703;OLTE;---;Tr 01;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p02;---;TU-2.3.2;Tele2;ReferTelecom;"Espinho Sl01tr06 liga ao tr01 da OLTE
Protegido. A PT foi desligar o Circuito de interligação no dia 15-07-2009. (Fechei o Tr 1 da OLTE)."
RFT000602;2 Mbps;2005-05-13;2009-10-08;Desligado;RT;S. J. Madeira;;G.703;OLTE;---;Tr 02;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p02;---;TU-2.3.3;Tele2;ReferTelecom;"Espinho Sl01tr07 liga ao tr02 da OLTE
Protegido"
RFT000603;2 Mbps;2005-05-13;2006-10-04;Desligado;RT;S. J. Madeira;;G.703;OLTE;---;Tr 03;Tele2;Páteo Bagatelas;;G.703;SDH-1650-SL01;---;Tr 08;Tele2;ReferTelecom;Espinho Sl01tr08 liga ao tr03 da OLTE
RFT000604;2 Mbps;2005-05-13;2009-10-08;Desligado;RT;Setúbal;;G.703;SETBAL_660_1;2;1;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-2.6.3;Tele2;ReferTelecom;"Em Setúbal liga ao CCT PT 1001300028
Protegido"
RFT000605;2 Mbps;2005-05-13;2009-10-08;Desligado;RT;Setúbal;;G.703;SETBAL_660_1;2;2;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-2.7.1;Tele2;ReferTelecom;"Em Setúbal liga ao CCT PT 1001300030
Protegido"
RFT000606;2 Mbps;2005-05-13;2009-05-20;Desligado;RT;Valença;;G.703;VALENC_642_1;2;8;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p02;---;TU-1.3.3;Tele2;ReferTelecom;"1001300031
Protegido"
RFT000607;2 Mbps;2005-05-13;2009-10-08;Desligado;RT;Valença;;G.703;VALENC_642_1;3;1;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p02;---;TU-1.4.1;Tele2;ReferTelecom;"1001300032
Protegido"
RFT000608;2 Mbps;2005-05-13;2009-05-20;Desligado;RT;V. Castelo;;G.703;VIACST_642_1;2;6;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p02;---;TU-1.5.3;Tele2;ReferTelecom;"Tu12-1.2.3
Protegido"
RFT000609;2 Mbps;2005-05-13;2009-05-20;Desligado;RT;V. Castelo;;G.703;VIACST_642_1;2;7;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p02;---;TU-1.3.1;Tele2;ReferTelecom;"Tu12-1.3.1
Protegido"
RFT000610;2 Mbps;2005-05-13;2009-10-08;Desligado;RT;V. Castelo;;G.703;VIACST_642_1;2;8;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p02;---;TU-1.3.2;Tele2;ReferTelecom;"Tu12-1.3.2
Protegido"
RFT000611;2 Mbps;2005-05-13;2009-05-20;Desligado;RT;Mealhada;;G.703;OLTE 4x2 - Sul;---;Tr 04;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p02;---;TU-1.5.2;Tele2;ReferTelecom;"Pampilhosa-SDH-1660-SL01-Tr09.
Pampilhosa-OLTE-4x2-Tr04.
Protegido"
RFT000612;2 Mbps;2005-05-16;2007-06-18;Desligado;Claranet;Carrier House;;Link STM1;660_1-b31p02;---;1.2.1;PT-Azambuja;Azambuja;;G.703;1650SM;---;Tr 08;Claranet;Refertelecom;"Em Entrecampos, SDH 1660-SL01Tr08.
Em Setil, SDH 1641-SL02Tr08.
O circuito passou de Azambuja para a CH em 10-05-06"
RFT000613;2 Mbps;2005-05-23;2022-08-01;Desligado;RT;Campanhã;;G.703;PRCAMP_660_2;3;8;RT;Penafiel;;G.703;PENAFL_650_1;1;3;Rede de Dados;ReferTelecom;Desativado em 01-08-2022 - João Alves.
RFT000614;2 Mbps;2005-05-19;2020-04-30;Desligado;RT;Campanhã;;G.703;PRCAMP_660_2;1;3;RT;Marco;;G.703;MARCO_650_1;1;3;Rede de Dados;ReferTelecom;"Protegido
Desactivado por ordem do André Rio. (Mail)"
RFT000615;2 Mbps;2005-05-05;2011-10-04;Desligado;Radiomóvel;Sintra Business Park;;G.703;;2;TU-2.6.1;RT;Guimarães;;G.703;GUIMAR_660_1-b9p1;---;TU-2.6.2;Radiomóvel;ReferTelecom;"Cacém PT-1001297543-Mux303-tr16
Campanhã PT-1001298048
Protegido"
RFT000616;2 Mbps;2005-06-02;2009-10-08;Desligado;RT;Portalegre;;G.703;PRTLGR_660_1;1;7;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-3.2.3;Tele2;ReferTelecom;Protegido
RFT000617;2 Mbps;2005-06-08;2005-09-06;Desligado;RT;Santiago do Cacém;;G.703;;---;;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-3.1.3;Tele2;ReferTelecom;"ERMSAD_650_1-b01p07.
Desativado em 20-05-09. Proj. 2904."
RFT000618;2 Mbps;2005-06-01;2009-02-06;Desligado;Ar Telecom;Alcântara;;G.703;AMADRA_660_1-b27p01;---;TU12#1.7.1;Tele2;Páteo Bagatelas;;STM-1-Óptico;ENTCMP_660_1-b31p01;---;TU12#2.2.3;Ar Telecom;ReferTelecom;Protegido
RFT000619;2 Mbps;2005-05-23;2009-02-06;Desligado;Ar Telecom;Alcântara;;G.703;AMADRA_660_1-b27p01;---;TU12#1.7.2;Tele2;Páteo Bagatelas;;STM-1-Óptico;ENTCMP_660_1-b31p01;---;TU12#2.3.1;Ar Telecom;ReferTelecom;Protegido
RFT000620;2 Mbps;2005-06-06;2006-03-01;Desligado;RT;Nine;;G.703;SDH-1660-SL01;---;Tr 02;RT;Carrier House;;G.703;SDH-1660-SL01;---;Tr 02;NFSi;ReferTelecom;Circuito desactivado em 06-02-2006
RFT000621;2 Mbps;2005-06-14;2005-12-06;Desligado;Ar Telecom;Alcântara;;G.703;STM1-Jazztel;---;TU12-1.6.3;RT;Braga;;G.703;SDH-1660-SL01;---;Tr 04;Ar Telecom;ReferTelecom;O circuito ficou activo em 1-7-05
RFT000622;2 Mbps;2005-06-20;2018-07-30;Desligado;RT;G. Oriente;;G.703;HDSL;---;1;RT;DINTERNAL - Braço de Prata;;G.703;HDSL;---;1;Rede de Voz;ReferTelecom;Circuito de 2Mb/s em HDSL (cabo metálico de 100Pares)  entre o Oriente (Voz) e as instalações do cliente. Desligado a pedido da rede de Voz.
RFT000623;2 Mbps;2005-07-01;2005-07-06;Activo;IP;Setúbal;;G.703;SETBAL_660_1;1;19;IP;Funcheira;;G.703;FUNCHR_650_1;1;7;IP-DAT-R.Acesso;IP;"Circuito que transporta os canais dos telefones do Traffic de Setúbal para Ourique e Castro Verde.
Na Funcheira liga no F5 da CCMIC (Mux2000)
Não protegido."
RFT000624;2 Mbps;2005-07-04;2009-09-15;Desligado;Tele2;Páteo Bagatelas;;STM1-Óptico;ENTCMP_660_1-b31p01;---;TU12-2.5.3;Vodafone;Matinha;;STM1-Óptico;ORINOC_660_2-b39p3;---;TU12-1.1.3;Tele2;ReferTelecom;"AT 6540450 
Protegido"
RFT000625;2 Mbps;2005-07-04;2008-01-17;Desligado;Tele2;Páteo Bagatelas;;STM1-Óptico;SDH-1650-SL01;---;TU12-2.6.1;Vodafone;Matinha;;STM1-Óptico;SDH-1660;---;TU12-1.2.1;Tele2;ReferTelecom;Pedido na AT:6850041 de 17-01-2008
RFT000626;2 Mbps;2005-07-04;2008-01-17;Desligado;Tele2;Páteo Bagatelas;;STM1-Óptico;SDH-1650-SL01;---;TU12-2.6.2;Vodafone;Matinha;;STM1-Óptico;SDH-1660;---;TU12-1.2.2;Tele2;ReferTelecom;Pedido na AT:6850041 de 17-01-2008
RFT000627;2 Mbps;2005-07-04;2024-09-27;Desligado;RT;G. Oriente NOC;;G.703;ORINOC_660_1;3;7;Vodafone;Matinha;;STM1-Óptico;ORINOC_660_2-b39p3;---;TU12-1.2.3;Rede de Voz;ReferTelecom;"AT ? - Circuito de Interligação
Desativado a pedido de Humberto Andrade,"
RFT000628;2 Mbps;2005-07-04;2024-09-27;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;3;8;Vodafone;Matinha;;STM1-Óptico;ORINOC_660_2-b39p3;---;TU12-1.3.1;Rede de Voz;ReferTelecom;"AT ? - Circuito de Interligação
Desativado a pedido de Humberto Andrade,"
RFT000629;2 Mbps;2005-07-01;2009-09-15;Desligado;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-2.7.2;Cabovisão;Rua de Moscavide N4.34.01C;Rua de Moscavide N 4.34.01C;G.703;OLTE;---;Tr 02;Tele2;ReferTelecom;"Cabovisão OLTE-Tr02 - ORINOC_660_1-b15p14
Protegido"
RFT000630;2 Mbps;2005-07-01;2009-09-15;Desligado;Tele2;Páteo Bagatelas;;G.703;ENTCMP_660_1-b31p01;---;TU12-2.7.3;Cabovisão;Rua de Moscavide N4.34.01C;;G.703;OLTE;---;Tr 03;Tele2;ReferTelecom;"Cabovisão OLTE-Tr03 - ORINOC_660_1-b15p15
Protegido"
RFT000631;2 Mbps;2005-07-01;2024-04-18;Desligado;RT;G. Oriente;;G.703;OLTE;---;Tr 01;Cabovisão;Rua de Moscavide N4.34.01C;;G.703;OLTE;---;Tr 01;Rede de Voz;ReferTelecom;Pedido de Humberto Andrade e-mail.
RFT000632;2 Mbps;2005-07-01;2007-01-24;Desligado;Ar Telecom;Alcântara;;G.703;STM1-Jazztel;---;TU12-1.7.3;CEMI;Av. Columbano Bordalo Pinheiro;;G.703;OLTE;---;Tr 02;Ar Telecom;ReferTelecom;Em Entrecampos SDH-1641-sl02tr04
RFT000633;2 Mbps;2005-06-27;2017-04-19;Desligado;Claranet;Carrier House;;Link STM1;CHOUSE_660_1-b31p02;---;1.3.2;PT-Cête;Cête;;G.703;CETE_650_1;1;Tr 06;Claranet;Refertelecom;"Em Entrecampos é o trib. SDH-1660-SL01 Tr03.
O circuito passou de Entrecampos para a CH no dia 10-05-06
Protegido"
RFT000634;2 Mbps;2005-07-04;2010-09-09;Desligado;Ar Telecom;Alcântara;;G.703;AMADRA_660_1-b27p1;---;TU12-2.2.2;RT;Alverca;;G.703;ALVRC_650_1;1;Tr 10;Ar Telecom;Refertelecom;"Em Alverca liga ao circuito PT-1001300992.
Protegido"
RFT000635;2 Mbps;2005-07-25;2005-08-01;Desligado;RT;Campolide Estação;;G.703;;---;;RT;Queluz-Massamá;;G.703;;---;;Rede de Voz;ReferTelecom;
RFT000637;2 Mbps;2005-08-01;2020-04-30;Desligado;RT;Campanhã;;G.703;PRCAMP_660_2;3;10;RT;Régua;;G.703;REGUA_642_2;2;1;Rede de Dados;ReferTelecom;"Protegido.
Desactivado por ordem do André Rio. (Mail)"
RFT000636;34 Mbps;2005-07-23;2005-08-01;Desligado;RT;Nine;;G.703;NINE_660_2;15;3;RT;Pampilhosa;;G.703;PAMPLH_660_1;9;2;Rede de Dados;ReferTelecom;Desligado em 15-07-2016, foi substituído por um  circuito E1 entre Oriente e Nine, RFT001913.
RFT000638;2 Mbps;2005-09-09;2018-12-12;Desligado;Ar Telecom;Alcântara;;G.703;ALCMAR_660_1;30-2;2.1.1;Vodafone;Matinha;;G.703;ORINOC_660_2;39-3;1.3.2;Ar Telecom;ReferTelecom;"Protegido
"
RFT000639;2 Mbps;2005-09-09;2018-12-12;Desligado;Ar Telecom;Alcântara;;G.703;ALCMAR_660_1;30-2;2.1.2;Vodafone;Matinha;;G.703;ORINOC_660_2;39-3;1.3.3;Ar Telecom;ReferTelecom;Protegido
RFT000640;2 Mbps;2005-09-09;2018-12-12;Desligado;Ar Telecom;Alcântara;;G.703;ALCMAR_660_1;30-2;2.1.3;Vodafone;Matinha;;G.703;ORINOC_660_2;39-3;1.4.1;Ar Telecom;ReferTelecom;Protegido
RFT000641;2 Mbps;2005-09-09;2018-12-12;Desligado;Ar Telecom;Alcântara;;G.703;ALCMAR_660_1;30-2;2.2.1;Vodafone;Matinha;;G.703;ORINOC_660_2;39-3;1.4.2;Ar Telecom;ReferTelecom;Protegido
RFT000642;2 Mbps;2005-08-26;2006-10-04;Desligado;Ar Telecom;Alcântara;;G.703;STM1-Jazztel;---;TU12-2.2.3;RT;Braga;;G.703;SDH-1660-SL01;---;Tr 19;Ar Telecom;ReferTelecom;Em Braga liga a um circuito PT
RFT000644;2 Mbps;2005-10-13;2005-10-14;Desligado;RT;Nine;;G.703;;---;;RT;Barcelos;;G.703;;---;;R. Acesso;ReferTelecom;
RFT000645;155 Mbps;2005-10-07;2008-01-21;Desligado;NorteNet;S.Bento;;FC-PC;SDH-1660-SL38;---;p1;NorteNet;G. Oriente;;FC-PC;SDH-1660#1-SL05;---;p1;NorteNet;ReferTelecom;
RFT000646;2 Mbps;2005-10-17;2006-12-06;Desligado;RT;Rossio;;G.703;;---;;RT;G. Oriente;;G.703;;---;;Rede de Voz;ReferTelecom;
RFT000647;2 Mbps;2005-09-06;2005-10-18;Desligado;RT;Campanhã;;G.703;SDH-1660#1-SL01;---;Tr 12;RT;Pampilhosa;;G.703;SDH-1660#1-SL01;---;Tr 19;Rede de Dados;ReferTelecom;
RFT000648;2 Mbps;2000-01-03;2006-12-11;Activo;IP;Setil;;G.703;SETIL_660_1;1;10;IP;Entroncamento;;G.703;ENTCRM_660_1;1;21;IP-DAT-R.Acesso;IP;"No Setil liga na CCMIC F2.
Protegido"
RFT000649;2 Mbps;2000-01-03;2023-03-14;Desligado;IP;SE Quinta Grande;;G.703;SEQGRD_642_2;4;2;IP;Entroncamento;;G.703;ENTCRM_660_1;2;2;IP-DAT-R.Acesso;IP;
RFT002006;2 Mbps;2023-08-29;0000-00-00;Activo;IP DAT;CCOLX;;G.703;CCOLX_660_1;1;6;IP DAT;Entroncamento;;G.703;ENTCRM_660_1;2;2;IP-DAT;IP;
RFT000650;2 Mbps;2005-11-01;2009-09-15;Desligado;Tele2;Páteo Bagatelas;;G.703;STM1-Tele2_LX;---;TU12-3.4.1;Cabovisão;Rua de Moscavide N4.34.01C;;G.703;OLTE;---;Tr 04;Tele2;ReferTelecom;
RFT000651;2 Mbps;2005-12-01;2007-01-24;Desligado;Ar Telecom;Alcântara;;G.703;STM1-Ar Telecom;---;TU12-1.1.1;CEMI;Av. Columbano Bordalo Pinheiro;;G.703;OLTE;---;Tr 03;Ar Telecom;ReferTelecom;"Em Campolide CTC sl01tr16-OLTE tr04
em Sete rios OLTE tr4 (CTC) - OLTE tr 03 (CEMI)"
RFT000652;2 Mbps;2005-11-01;2005-12-09;Activo;IP;Azambuja;;G.703;AZMBJA_650_1;1;1;IP;Espadanal;;G.703;ESPAZA_642_1;4;2;IP-DAT-R.Acesso;IP;
RFT000653;2 Mbps;2005-11-01;2005-12-09;Activo;IP;Azambuja;;G.703;AZAMBJA_650_1;1;9;IP;Carregado;;G.703;CARRGD_642_1;4;5;IP-DAT-R.Acesso;IP;Protegido
RFT000654;2 Mbps;2005-11-01;2006-01-04;Activo;IP;G. Oriente;;G.703;LISORI_650_1;2;16;IP;Alverca;;G.703;ALVRCA_650_1;1;12;IP-DAT-R.Acesso;IP;Protegido
RFT000655;2 Mbps;2005-11-01;2005-12-09;Activo;IP;Alverca;;G.703;ALVERC_650_1;1;11;IP;Azambuja;;G.703;AZAMBJA_650_1;1;4;IP-DAT-R.Acesso;IP;Protegido
RFT000656;2 Mbps;2005-11-01;2005-12-09;Activo;IP;SE V.F.Xira;;G.703;SEVFXR_642_1;3;1;IP;Castanheira;;G.703;CASTRB_650_1;1;2;IP-DAT-R.Acesso;IP;"Castanheira=VFXira Norte
"
RFT000657;2 Mbps;2005-11-01;2005-12-09;Activo;IP;Castanheira;;G.703;CASTRB_650_1;1;1;IP;Carregado;;G.703;CARRGD_642_1;4;2;IP-DAT-R.Acesso;IP;Castanheira=VFXira Norte
RFT000658;2 Mbps;2005-11-01;2005-12-09;Activo;IP;Castanheira;;G.703;CASTRB_650_1;1;4;IP;Carregado;;G.703;CARRGD_642_1;4;3;IP-DAT-R.Acesso;IP;"Castanheira=VFXira Norte
"
RFT000659;2 Mbps;2005-11-01;2005-12-09;Activo;IP;Castanheira;;G.703;CASTRB_650_1;1;5;IP;Carregado;;G.703;CARRGD_642_1;4;6;IP-DAT-R.Acesso;IP;Castanheira=VFXira Norte
RFT000660;2 Mbps;2005-11-02;2006-08-11;Desligado;RT;Azambuja;;G.703;ADH-1650-SL01;---;Tr 07;RT;Setil;;G.703;SDH-1650-SL01;---;Tr 14;R. Acesso;ReferTelecom;
RFT000661;2 Mbps;2005-11-02;2006-08-11;Desligado;RT;Azambuja;;G.703;SDH-1650-SL01;---;Tr 02;RT;Setil;;G.703;SDH-1650-SL01;---;Tr 13;R. Acesso;ReferTelecom;
RFT000662;2 Mbps;2005-11-02;2005-11-17;Activo;IP;Azambuja;;G.703;AZMBJA_650_1;1;3;IP;Setil;;G.703;SETIL_660_1;1;16;IP-DAT-R.Acesso;IP;Mux 1511 - Anel 1 M.
RFT000663;2 Mbps;2005-11-02;2007-07-17;Desligado;RT;G. Oriente;;G.703;SDH-1660#1-SL03;---;Tr 05;RT;Castanheira;;G.703;SDH-1650-SL01;---;Tr 13;R. Acesso;ReferTelecom;"Mux 2000 instalado provisoriamente na Castanheira do Ribatejo.
Desactivado em 17-07-2007."
RFT000664;2 Mbps;2005-11-02;2005-12-09;Activo;IP;SE V.F.Xira;;G.703;SEVFXR_642_1;3;2;IP;Azambuja;;G.703;AZMBJA_650_1;1;11;IP-DAT-R.Acesso;IP;Protegido
RFT000665;2 Mbps;2005-12-02;2005-12-16;Activo;IP;V.F.Xira;;G.703;VFXIRA_650_1;1;1;IP;SE V. F. Xira;;G.703;SEVFXR_642_1;3;3;IP-DAT-R.Acesso;IP;Protegido
RFT000666;2 Mbps;2005-12-02;2005-12-16;Activo;IP;Espadanal da Azambuja;;G.703;ESPAZA_642_1;4;4;IP;Azambuja;;G.703;AZMBJA_650_1;1;Tr 17;IP-DAT-R.Acesso;IP;Protegido
RFT000667;2 Mbps;2005-12-02;2005-12-16;Activo;IP;V.F.Xira;;G.703;VFXIRA_650_1;1;3;IP;Azambuja;;G.703;AZMBJA_650_1;1;10;IP-DAT-R.Acesso;IP;Protegido
RFT000668;2 Mbps;2005-12-02;2005-12-16;Activo;IP;V.F.Xira;;G.703;VFXIRA_650_1;1;4;IP;Castanheira;;G.703;CASTRB_650_1;1;6;IP-DAT-R.Acesso;IP;"Castanheira=V.F.Xira Norte
Protegido"
RFT000669;2 Mbps;2005-12-02;2005-12-16;Activo;IP;V.F.Xira;;G.703;VFXIRA_650_1;1;5;IP;SE V. F. Xira;;G.703;SEVFXR_642_1;3;4;IP-DAT-R.Acesso;IP;Protegido
RFT000670;2 Mbps;2005-12-02;2005-12-16;Activo;IP;V.F.Xira;;G.703;VFXIRA_650_1;1;6;IP;Santarém;;G.703;SANTRM_650_1;1;9;IP-DAT-R.Acesso;IP;Protegido
RFT000671;2 Mbps;2006-01-11;2023-11-13;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;14;1;RT;Entrecampos;;G.703;ENTCMP_660_1;1;14;Rede de Voz;ReferTelecom;Desativado em 13-11-23 a pedido de Humberto Andrade.
RFT000672;2 Mbps;2006-01-11;2006-07-28;Desligado;RT;SE V.F.Xira;;G.703;;---;;RT;Carregado;;G.703;;---;;R. Acesso;ReferTelecom;Foi utilizado temporáriamente no Mux 1514 de Carregado.
RFT000673;2 Mbps;2006-01-11;2006-07-28;Desligado;RT;Carregado;;G.703;;---;;RT;Azambuja;;G.703;;---;;R. Acesso;ReferTelecom;Foi utilizado temporáriamente no Mux 1514 do Carregado.
RFT000674;2 Mbps;2006-01-12;2008-07-10;Desligado;RT;Oriente;1990-028 Lisboa;G.703;SDH-1660 sl13;---;13;Ferbritas;Rua José da Costa Pedreira, Nº11;1750-130 Lisboa;V.35;;---;;Rede de Dados;ReferTelecom;"AT: 6540750 - Circuito PT Nº 1001310780 desde Entrecampos até à Ferbritas.
Entrecampos: SDH-1660 sl01 tr04, o conversor G.703/V.35 é da ReferTelecom"
1001310780;2 Mbps;2006-01-12;2008-07-14;Desligado;Ferbritas;Rua José da Costa Pedreira, Nº11;1750-130 Lisboa;V.35;;---;;RT;Av. República, 66 Sala Tel. Est. Entrecampos;1050 - 197 LISBOA;G.703;;---;;Rede de Dados;PT;Pedido no ficheiro E31-1, Nota o conversor G-703/V.35 é da RT, pedida  à PT a desactivação em 14-07-2008 - A050_1
RFT000675;2 Mbps;2006-02-01;2008-06-09;Desligado;RT;Casa Branca;;G.703;SDH-1660-SL01;---;Tr 03;RT;Vendas Novas;;G.703;SDH-1660-SL01;---;Tr 04;R. Acesso;ReferTelecom;Substituiçao do traçado aéreo para Torre da Gadanha.
1001311929;2 Mbps;2006-01-26;2008-08-06;Desligado;(Servisis) Entreposto V H-Impo;Av. Dr. Francisco Luis Gomes, Lote 1 Piso 5, LISBOA-MOSCAVIDE;1800-181 LISBOA;G.703;;---;;RT;R. Passeio do Báltico, Nº 4, Sala de Telecomunicações (Sala do NOC);1990-028 LISBOA;G.703;;---;;Rede de Dados;PT;"Instalado pela PT em 15/03/06.
Pedida a desinstalação em: 06-08-2008, ficheiro A051_3"
1001311933;2 Mbps;2006-01-26;2008-08-06;Desligado;(Servisis) Entreposto V H-Impo;Av. Dr. Francisco Luis Gomes, Lote 1 Piso 5, LISBOA-MOSCAVIDE;1800-181 LISBOA;G.703;;---;;RT;R. Passeio do Báltico, Nº 4, Sala de Telecomunicações (Sala do NOC);1990-028 LISBOA;G.703;;---;;Rede de Dados;PT;"Instalado pela PT no dia 15/03/06.
Pedida a desinstalação em: 06-08-2008, ficheiro A051_3"
1001311941;512 Kbps;2006-01-26;2007-03-23;Desligado;(Servisis) Entreposto V A-Comé;Estrada Nacional 16  Pascoal, VISEU - ABRAVESES;3515-828 VISEU;G.703;;---;;RT;Estação de Caminhos de Ferro de Mangualde (sala de telecomunicações), Rua da Estação;3530-120 Mangualde;G.703;;---;;Rede de Dados;PT;"Instalado pela PT em 13-03-06
Foi pedido o cancelamento do circuito no dia 23-03-2007, ficheiro A038_1"
1001311945;1024 Kbps;2006-01-26;2008-05-21;Desligado;(Servisis) Tecniauto-Comércio;Avenida 25 de Abril 1974, Linda-a-Velha;2795 LINDA-A-VELHA;G.703;;---;;RT;Estação de Caminhos de Ferro de Algés (sala de telecomunicações), Largo da Estação;1495-000 Algés – Oeiras;G.703;;---;;Rede de Dados;PT;Instalado pela PT em 15/03/06, pedida a desactivação (ACC-080520-0000005038 - PRJ-080512-0000000482) em: 21-05-2008
RFT000676;2 Mbps;2005-12-12;2023-06-29;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;15;18;Kyocera;"(Entrecampos) Areeiro
Rua do Centro Cultural 41/42, Alvalade";1700-106 Lisboa;G.703;ROMARE_642_1;3;3;Rede de Dados;ReferTelecom;"AT: 6540714 - Circuito PT Nº 1001309315 desde a Kyocera até Roma- Areeiro 
Com Loss off signal desde 18-11-2022. Foi desativado em 29-06-2023. Joao Alves.
"
RFT000677;155 Mbps;2006-02-13;2009-01-05;Desligado;Ar Telecom;Alcântara;;FC-PC;1660SM, sl36;---;2;Pluricanal;Leiria, SET;;FC-PC / SC-PC;1660SM, sl20;---;1;Ar Telecom;ReferTelecom;AT: 6640103
1001309315;2 Mbps;2005-12-12;2006-03-01;Activo;RT-Roma Areeiro;Estação de Caminhos de Ferro Roma-Areeiro, Av. Frei Miguel Contreiras;1700-209 Lisboa;G.703;;---;;Kyocera Portugal;Rua do Centro Cultural 41/42 Alvalade;1700-106 Lisboa;G.703;;---;;Rede de Dados;PT;No Areeiro, liga na OLTE tributário 3 e encaminhado até Entrecampos e Oriente 
1001313668;2 Mbps;2006-02-23;2006-07-07;Desligado;PSA Sines;Terminal de Contentores de Sines - Terminal XXI;7520-903  Sines;V.35;;---;;RT;Estação Ferroviária do Porto de Sines (Junto às instalações do Terminal XX1);7520 - Sines;G.703;;---;;Claranet;PT;Contacto do Porto de Sines - Sr. Paulo Pinto, telem.: 918138490  
1001258396;512 Kbps;2003-07-18;2003-11-28;Desligado;RT;Estação de Campolide, Edíficio do CTC;1070-025 Lisboa;G.703;;---;;Gabinete do Metro ao Sul do Te;Av. da Liberdade 227, 7º;1250-142 Lisboa;X.21;;---;;Rede de Dados;PT;Ligado em: 2003-08-18, Pedida a desmontagem em: 28-11-2003 (A013-2)
